full_text,sentiment,clean_text
pagi cuy iphone android eks inter sinyal jaringan indosat im3 tri 3 telkomsel xl byu smartfren error tiba2 hilang muncul no service tidak ada layanan ? open jasa unlock unblock unblok imei all operator setelah update ios 18 wa cek biotanya2 gratis #zonauang #zonajajan,negatif,pagi cuy iphone android eks inter sinyal jaringan im xl byu smartfren error hilang muncul no layanan open jasa unlock unblock unblok imei all operator update io wa biotanya gratis
@sinbgyuvin iya siap noted,netral,iya noted
@lelekonsumsi @lelekonsumsi mytelkomsel gak bisa dibuka ya kak. maafin. coba clear cache uninstall lalu install lagi aplikasinya dengan versi terbaru ya. jika tetap sama infoin nomor hp tanggal waktu kejadian tipe hp dan capture kendalanya via dm biar dibantu cek serta privasi terjaga.,negatif,mytelkomsel dibuka clear cache uninstall install aplikasinya terbaru tanggal kejadian tipe capture kendalanya privasi terjaga
@graciataejin kak @graciataejin boleh kepoin pilihan paket yang lainnya yuk siapa tau ada yang pas buat kakak -dhea,netral,kepoin pilihan paket pa
@dian_lolo mohon maaf ya kak dian micha bantu follow up lewat dm ya mohon ditunggu -micha,negatif,dian micha follow up
@meowbearzs hhhmmn ada kendala apa nih sama nomor telkomsel nya kak joyi? -dhea,negatif,hhhmmn kendala joyi
@telkomsel lagi murah ya tak pakek donk klo lagi mahal pindah ke tri wkwk,negatif,murah pakek donk klo mahal pindah wkwk
@kimciez @kimciez tunggu ya kak angel. dm kakak akan dibalas :)-sabil,netral,tunggu angel dibalas
@ignatiusferry baik silakan infokan detail kendala beserta nomor orbit anda melalui dm @telkomsel untuk solusi terbaiknya ya. mohon maaf atas ketidaknyamanannya. terima kasih.,negatif,infokan detail kendala beserta orbit solusi terbaiknya ketidaknyamanannya
@sambatologyy kakak suka aktifin paket yang berapa gb nih? tetep kepoin mytelkomselnya ya siapa tau ada penawaran paket menarik yang cocok buat kakak -dhea,positif,suka aktifin paket tetep kepoin penawaran paket menarik cocok
@herosoul_73 @herosoul_73 penawaran paket promo murah lainnya bisa kakak cek langsung di mytelkomsel halaman beli paket atau bisa juga kirim nomor hpnya ke dm biar joan bisa bantu rekomendasiin :) -joan,positif,penawaran paket promo murah langsung mytelkomsel halaman beli paket kirim hpnya rekomendasiin
@cattoluvbatagor mantap banget kak @cattoluvbatagor. makasih ya udah selalu gunain telkomsel. enjoy terus sama layanan telkomsel-nya ya. -caris,positif,mantap gunain enjoy layanan
@brayzenminovan deymn syit gw bangga ,netral,deymn syit gw bangga
@zilobois tapi nomor telkomsel nya masih dipakai kan kak @zilobois? terus kepoin mytelkomsel nya ya biar ga ketinggalan penawaran paket menariknya -dhea,positif,dipakai kepoin mytelkomsel ketinggalan penawaran paket menariknya
@farhanfxrds @farhanfxrds tungguin balasan temen sabil yaa kak :)-sabil,netral,tungguin temen sabil yaa
@yaelahrapp ikut,netral,
@tessh0w takut di tangkep trus dipidana karna terlalu cinta dewtee,netral,takut tangkep trus dipidana karna cinta dewtee
@telkomsel belum ada balesan dm nich,negatif,balesan nich
@brayzenminovan innalilahi ,netral,innalilahi
@telkomsel @telkomsel kenapa sih ga ada paket 10 gb di bawah 50 ribu gabutuh beli 100 ribu 100 gb soalnya ada wifi,negatif,paket ribu gabutuh beli ribu wifi
@telkomsel @indihome gak ada kelar²nya juga dm kalian udah sejak tagihan bulan desember saya komplain gak ada tau dirinya kalian...,negatif,tagihan desember komplain
@bintangbhsarab @telkomsel @bintangbhsarab halo kak bintang maaf ya. yuk re-install aplikasi mytelkomsel nya lalu relogin kembali dengan nomor telkomsel email atau nomor indihome ya. -chika,negatif,bintang re aplikasi mytelkomsel relogin email indihome
ayo bosku mari bergabung dengan kami dan dapatkan maxwin link rtp slot : https://t.co/e3hwwjshlq link prediksi jitu : https://t.co/arjqjbg40s whatsapp wetogel : +62878-1534-8871 deposit mulai rp 10 000 menerima deposit pulsa via telkomsel dan xl bonus rollingan slot 0.7% https://t.co/vcoq9yqv4o,netral,ayo bosku mari bergabung dapatkan maxwin link rtp slot link prediksi jitu whatsapp wetogel deposit menerima deposit pulsa xl bonus rollingan slot
@haimasim @haimasim yahh apa udah coba clear cache aplikasi mytelkomselnya juga kak mas? maaf kalo masih kendala akses aplikasinya yuk share nomor hp dan tipe hp ke dm. -joan,negatif,yahh clear cache aplikasi ma kendala akses aplikasinya share tipe
@_one_odd_eye_ @nuritasusanti76 pagi kak @_one_odd_eye_. maaf yaa. caris bantu cek lebih lanjut silakan infoin nomor hp dan log/capture sms-nya ke dm biar datanya aman. -caris,netral,pagi yaa caris logcapture sm datanya aman
@tanyakanrl aku pakai kartu telkomsel nder beli kartu baru lebih murah daripada voucher,positif,pakai kartu nder beli kartu murah voucher
tolong lah ini @indihomecare @telkomsel gw gabisa masuk apps constraint validasinya salah. malah detect email yang diawalin angka sebagai notelp. https://t.co/puwrbunthy,negatif,gw gabisa masuk apps constraint validasinya salah detect email diawalin angka notelp
@telkomsel jd solusinya gmn min? di uninstal trs instal ulang lg pun sama aja. nggak ada solusi lain kah?,negatif,jd solusinya gmn uninstal trs instal ulang lg nggak solusi kah
@yusuf200122 kak galih paket telkomsel favoritnya yang mana? ️ -sari,positif,galih paket favoritnya
@mandadory @mandadory meluncur dm kak jiro segera dibalas yuk cek cek. -chika,netral,meluncur jiro dibalas
@ashclothleee @cilarieru @ashclothleee dengan senang hati kak. tunggu balesannya di dm ya :) -sakia,positif,senang hati tunggu balesannya
@ursweapye udah terbukti nih sama kak @ursweapye sekarang lagi ngaktifin paket yang mana kak? -sari,netral,terbukti ngaktifin paket
@cokelatseribu @cokelatseribu kakak maaf kalo belum masuk paket internetnya. apa udah cek refund? berkenan tunggu pengecekan di dm juga yaa buat keluhan transaksi pembeliannya. -joan,negatif,masuk paket internetnya refund berkenan tunggu pengecekan yaa keluhan transaksi pembeliannya
open gestun spaylater kredivo akulaku gopaylater cc bca jenius lazada yup bukalapak tiktok tokped paylater via qr co tagihan link token cv pulsa ke bank rekening ewallet ( telkomsel tri ) convert ewallet prem dan non premium kuota tsel testi 65k++ #zonauang,netral,open gestun spaylater kredivo akulaku gopaylater cc bca jenius lazada yup bukalapak tiktok tokped paylater qr co tagihan link token cv pulsa bank rekening ewallet convert ewallet prem non premium kuota tsel testi
@telkomsel sudah dm ya min,netral,
@telkomsel saya beli paket internet dan udah payment kenapa belum masuk ya? status ordernya jg blm seselai payment. saya udah kirim bukti di dm tolong direspon. thx,negatif,beli paket internet payment masuk status ordernya jg blm seselai payment kirim bukti direspon
@tweetfromgems nyehehe maap ,negatif,nyehehe maap
@tanyakanrl ril. telkomsel murah bgt skrg,positif,ril murah skrg
@jack0rippa @tanyakanrl telkomsel aku isi tgl 28 des 24 kemarin 100rb dapat 85 gb lagi promo akhir tahun kyknya.,positif,isi tgl de kemarin rb promo kyknya
@telkomsel @cilarieru mohon bantuannya untuk cek dm min terimakasih ,netral,bantuannya terimakasih
@telkomsel @nuritasusanti76 kok saya juga dapat sms yang sama tiba-tiba maksudnya apa?,negatif,sm maksudnya
@saashlz based location itu termasuk data pribadi telkomsel membagikan lokasi terkini aku secara realtime ke partnernya tanpa concern dari aku kn artinya...,netral,based location data pribadi membagikan lokasi terkini realtime partnernya concern kn
@alomanist yuukk gaasss kak naby di tunggu pake telkomsel-nya -garra,positif,yuukk gaasss naby tunggu
@yogapd5 @yogapd5 maaf ya kak yoga. caris saranin untuk mengaktifkan fitur jaga pulsa yang ada di aplikasi mytelkomsel ya agar pulsanya gak terpotong tarif non paket. yuk infoin nomor hp ke dm biar dibantu cek dan data aman. -caris,netral,yoga caris saranin mengaktifkan fitur jaga pulsa aplikasi mytelkomsel pulsanya terpotong tarif non paket data aman
@pixiedustudio tengkyuuu kak udah selalu pilih telkomsel-nya -garra,positif,tengkyuuu pilih
@yogapd5 @yogapd5 kak yoga maafin :( kalo pulsa juga berkurang sama layanan vas infoin data yg udah diminta ke dm yuk biar dibantu cek dan datanya juga aman. makasih :) -sakia,negatif,yoga pulsa berkurang layanan va data datanya aman
@autreliaa wahhh makasih ya kak udah pilih telkomsel terus sekarang btw skrg lagi aktifin paket yang mana nih kak ? -garra,positif,wahhh pilih btw skrg aktifin paket
@mandadory @mandadory nahh biar sinyalnya bisa kembali stabil joan minta kak jiro share nomor hp lokasi (kel kec kota) dan kalo ada 2 nomor lain yang mengalami sama juga yaa dikirim ke dm biar dicek. -joan,positif,nahh sinyalnya stabil jiro share lokasi kel kec kota mengalami yaa dikirim dicek
@telkomsel trus layanan vas itu apa @telkomsel ? saya merasa tidak pernah mengaktifkan vas. kok tiba2 aktif kena 2200? sehari bisa 2 x malah.,negatif,trus layanan va mengaktifkan va aktif kena sehari x
@rvxnti kak rev coba buat reinstall dulu yukk terus cobain lagi aksesnya kak. konfirmasi kesini kalo masih gak bisa ya kak -garra,negatif,rev reinstall yukk cobain aksesnya konfirmasi kesini
@yogapd5 @yogapd5 duh maaf ya kak yoga. segera aktifin fitur jaga pulsa di aplikasi mytelkomsel yuk biar pulsanya gak berkurang lagi sama tarif internet non paket. infoin juga nomornya ke dm ya biar dibantu cek serta privasi terjaga. thanks -sakia,negatif,duh yoga aktifin fitur jaga pulsa aplikasi mytelkomsel pulsanya berkurang tarif internet non paket nomornya privasi terjaga
@telkomsel pulsaku disedot terus 5000/hatri karena akses internet non paket sejak 1 - 6 januari 2025.padahal kuota masih sangat banyak. atau semalam aku tidur pahinya udah dipotong. gimana nih @telkomsel. kok kayak rampok gitu?,negatif,pulsaku disedot hatri akses internet non paket januari kuota semalam tidur pahinya dipotong kayak rampok
@telkomsel dari jam 7 malem,netral,jam malem
@zlarbz wahhh makasih ya kak udah setia terus bareng telkomsel -garra,positif,wahhh setia bareng
@biceeel wahhh kenapa emang nih kak bicel ? coba cerita sini kak kalo ada kendala -garra,negatif,wahhh emang bicel cerita kendala
@tanyakanrl pake @telkomsel aja jaringan lebih lancar dan banyak pilihan paket,positif,jaringan lancar pilihan paket
subkreb paket ott telkomsel yg seabrek itu krn ngincer vidio &amp; niatnya mau nonton proliga sm tennis tp ternyata mesti subkreb paket spotv terpisah baru bisa nonton tennis proliga cm bisa replay ga bisa live streaming nya,netral,subkreb paket ott seabrek krn ngincer vidio amp niatnya nonton proliga sm tennis tp mesti subkreb paket spotv terpisah nonton tennis proliga cm replay live streaming
@paraditse hi kak nanda. kakak bisa coba clear cache dulu aplikasinya terus akses lagi ya kak atau bisa gunakan aplikasi mytelkomsel basic yang bisa kakak download di appstore/playstore ya -garra,negatif,hi nanda clear cache aplikasinya akses aplikasi mytelkomsel basic download appstoreplaystore
@singamencret kak @singamencret udh di cek buat kuotanya belum kak ? -garra,negatif,udh kuotanya
beli pulsa telkomsel https://t.co/vqbwclu5d0 diskon promo lazada payday sale gajian sale cuan gajian 1.1 sale tahun baru sale nataru sale,positif,beli pulsa diskon promo lazada payday sale gajian sale cuan gajian sale sale nataru sale
mau ganti telkomsel,positif,ganti
@tanyakanrl telkomsel sebulan 50k 20gb,netral,sebulan
@tpkrubs bukti di dada gw cuma ada dewtee,netral,bukti dada gw dewtee
@cuttieve_ terlalu excited karna nobar bola,netral,excited karna nobar bola
@rubbiesite terus orang orang kepo.. dewtee siapa? akhirnya 1 sekolah nge stan dewtee ,positif,orang orang kepo dewtee sekolah nge stan dewtee
@rubbiesite seengknya gak minus y,netral,seengknya minus y
sekarang indosat malah terus merugi sungguh rugi bangsa ini jika membeli kembali indosat yg terus merugi krn akan menjadi beban apbn. herannya setiap kali pemilu/pilpres masalah indosat ini selalu digoreng2. padahal kita juga punya telkom/telkomsel yg berjaya di negeri sendiri.,netral,merugi sungguh rugi bangsa membeli merugi krn beban apbn herannya kali pemilupilpres digoreng telkomtelkomsel berjaya negeri
pas upacara gw takut tiba tiba teriak dewtee,netral,pa upacara gw takut teriak dewtee
@brayzenminovan anjrit lu siapa nya?? tembok nya ya,netral,anjrit lu tembok
@tryul0ve sehat sehat pejuang kapal getek,netral,sehat sehat pejuang kapal getek
@ssaldess gbisa sabar kalo udh sama kapal kumpul kebo itu,netral,gbisa sabar udh kapal kumpul kebo
@rubbiesite cinta l dah bertambah brapa persen pagi ini,netral,cinta l dah bertambah brapa persen pagi
gimana si telkomsel ko aplikasinya ga bisa dibuka,netral,si ko aplikasinya dibuka
@brayzenminovan ajg bray gua baru buka twt udh ricuh. btw lu masih idup kah abis di bantai dewtee..?,netral,ajg bray gua buka twt udh ricuh btw lu idup kah abis bantai dewtee
sangat menyesal beli paketan telkomsel,negatif,menyesal beli paketan
@cookiesnkisss @cookiesnkisss okay kak lins. silakan di coba dulu yaa. -caris,netral,okay lin yaa
@telkomsel ga ada kak udh nunggu 2 tahun ga ada yang murah jadi beli kartu telkomesel baru,negatif,udh nunggu murah beli kartu telkomesel
prediksi slot gacor calon4d tanggal 06 januari 2025 bonus deposit harian 10% rollingan slot online 0.5% rollingan poker 0.2% cashback sportbook 5% cashback sabung ayam 5% diskon togel terbesar se-indonesia menerima deposit pulsa tanpa potongan ~ telkomsel~ xl https://t.co/jmmbvhrt6l,positif,prediksi slot gacor calond tanggal januari bonus deposit harian rollingan slot online rollingan poker cashback sportbook cashback sabung ayam diskon togel terbesar menerima deposit pulsa potongan xl
@dewwonderland wuiihhh makasih ya kak udah selalu setia bareng telkomsel emang biasa sebulan suka abis brp gb nih kak ? -garra,positif,wuiihhh setia bareng emang sebulan suka abis brp
@renaleki167 @renaleki167 kak renal maaf ya. coba dulu clear cache uninstall lalu install lagi aplikasinya dengan versi terbaru ya. jika tetap sama infoin nomor hp tanggal waktu kejadian tipe hp dan capture kendalanya via dm biar dibantu cek serta privasi terjaga. thanks -sakia,negatif,renal clear cache uninstall install aplikasinya terbaru tanggal kejadian tipe capture kendalanya privasi terjaga
@celotehanputri wahhh udah aktifin paket yang mana nih sekarang kak ? -garra,netral,wahhh aktifin paket
@pjamareta_123 di aplikasi mytelkomsel banyak paket yang pas di hati pas di kantong loohh kak. yuuk cek dan explore lagi buat aplikasi mytelkomsel-nya -garra,positif,aplikasi mytelkomsel paket pa hati pa kantong loohh yuuk explore aplikasi mytelkomsel
@falrifall @falrifall maapin ya kak rifal. boleh coba konfirmasi ke dm nomor hp yang digunakan biar dibantu pengecekan lebih lanjut dan rahasia data lebih terjaga. makasih :) -dero,negatif,maapin rifal konfirmasi pengecekan rahasia data terjaga
extra bonus rajatoto4 : event mystery box hadiah deposit pulsa tanpa potongan ( telkomsel dan xl ) 2% cashback kekalahan slot 20% bonus member baru 5% bonus deposit harian 0 7% bonus rollingan 3% bonus cashback harian 1% bonus referal seumur hidup https://t.co/mblygqqeut,netral,extra bonus rajatoto event mystery box hadiah deposit pulsa potongan xl cashback kekalahan slot bonus member bonus deposit harian bonus rollingan bonus cashback harian bonus referal seumur hidup
@biiyaabi gass kak biya di tunggu buat aktifin paket telkomsel-nya nih -garra,netral,gas biya tunggu aktifin paket
@rocarolin21 wahh kalo pake telkomsel udah langsung cek aplikasi mytelkomsel kak disana banyak penawaran paket yang worth it banget buat di aktifin -garra,positif,wahh langsung aplikasi mytelkomsel disana penawaran paket worth it aktifin
@tanyakanrl telkomsel murah2 sih kata saya mah https://t.co/shl0rmmk2x,positif,murah mah
@telkomsel ribet banget babi developer apk lu apa kerjanya ngentot kalo harus ribetin end user? makan gajih buta tolol. install ulang bukan solusi ya ngentot ini masalah baru muncul verifikasi sms nya gak sampe2. provider tolol. bangkrut kek lu https://t.co/1slz0c9t6b,negatif,ribet babi developer apk lu kerjanya ngentot ribetin end user makan gajih buta tolol install ulang solusi ngentot muncul verifikasi sm sampe provider tolol bangkrut kek lu
@fourtrex sinyal di lokasi mana nih kak ? -garra,netral,sinyal lokasi
@dimplestoodle_e wahh padahal di telkomsel selalu ada paket yang worth it buat di aktifin loohhh kak. kalo saat ini nomornya masih aktif yuukk di cek lagi buat aplikasi mytelkomsel-nya kak -garra,positif,wahh paket worth it aktifin loohhh nomornya aktif yuukk aplikasi mytelkomsel
@tanyakanrl selalu telkomsel soalnya aku dirumah ada wifi. jd kayaknya telkomsel murah blm bandingin sama yg lain sih nder kalau aku. https://t.co/gr3hqkana1,positif,dirumah wifi jd kayaknya murah blm bandingin nder
@falrifall @falrifall maafin ya kak rifal. untuk kendala gak bisa akses aplikasi mytelkomsel silakan uninstall aplikasi lalu install kembali dengan versi terbaru ya. jika masih berkendala infoin nomor hp tipe perangkat versi os ke dm supaya bisa dibantu cek lebih lanjut ya. makasih ,negatif,rifal kendala akses aplikasi mytelkomsel uninstall aplikasi install terbaru tipe perangkat o
@calmedel @calmedel baik. ditunggu konfirmasi selanjutnya via dm yaa. makasih:) -dero,netral,konfirmasi yaa
cv dari pulsa ke saldo e-wallet tapi khusus untuk provider: tsel telkomsel byu rate 0.8-0.82 indosat isat rate 0.83-0.85 xl axis rate 0.84-0.86 open juga cv saldo e-wallet #zonauang cv fast #zonauang #zonauang #zonauang,netral,cv pulsa saldo e khusus provider tsel byu rate isat rate xl axis rate open cv saldo e cv fast
